ID	NOC	Games	City	Year	Sport	Event	Medal
46857	AUS	2000 Summer	Sydney	2000	Rowing	Rowing Men's Coxed Eights	Silver
46861	CAN	2016 Summer	Rio de Janeiro	2016	Athletics	Athletics Men's 4 x 100 metres Relay	Bronze
46873	URS	1980 Summer	Moskva	1980	Hockey	Hockey Men's Hockey	Bronze
46886	USA	1968 Summer	Mexico City	1968	Basketball	Basketball Men's Basketball	Gold
46890	HUN	1936 Summer	Berlin	1936	Water Polo	Water Polo Men's Water Polo	Gold
46896	FRA	1900 Summer	Paris	1900	Rowing	Rowing Men's Coxed Fours	Gold
46916	USA	1964 Summer	Tokyo	1964	Basketball	Basketball Men's Basketball	Gold
46922	CHN	2008 Summer	Beijing	2008	Diving	Diving Men's Springboard	Gold
46922	CHN	2012 Summer	London	2012	Diving	Diving Men's Springboard	Bronze
46924	CHN	2008 Summer	Beijing	2008	Badminton	Badminton Mixed Doubles	Bronze
46927	CHN	1984 Summer	Los Angeles	1984	Handball	Handball Women's Handball	Bronze
46930	CHN	1992 Summer	Barcelona	1992	Basketball	Basketball Women's Basketball	Silver
46931	CHN	2008 Summer	Beijing	2008	Gymnastics	Gymnastics Women's Team All-Around	Gold
46931	CHN	2008 Summer	Beijing	2008	Gymnastics	Gymnastics Women's Uneven Bars	Gold
46931	CHN	2012 Summer	London	2012	Gymnastics	Gymnastics Women's Uneven Bars	Silver
46932	CHN	1996 Summer	Atlanta	1996	Softball	Softball Women's Softball	Silver
46934	CHN	1996 Summer	Atlanta	1996	Volleyball	Volleyball Women's Volleyball	Silver
46936	CHN	2008 Summer	Beijing	2008	Trampolining	Trampolining Women's Individual	Gold
46936	CHN	2012 Summer	London	2012	Trampolining	Trampolining Women's Individual	Bronze
46940	CHN	1988 Summer	Seoul	1988	Rowing	Rowing Women's Coxed Eights	Bronze
46943	CHN	1996 Summer	Atlanta	1996	Archery	Archery Women's Individual	Silver
46943	CHN	2004 Summer	Athina	2004	Archery	Archery Women's Team	Silver
46945	CHN	1988 Summer	Seoul	1988	Weightlifting	Weightlifting Men's Bantamweight	Silver
46945	CHN	1992 Summer	Barcelona	1992	Weightlifting	Weightlifting Men's Featherweight	Bronze
46947	CHN	1988 Summer	Seoul	1988	Weightlifting	Weightlifting Men's Flyweight	Bronze
46948	CHN	2012 Summer	London	2012	Diving	Diving Women's Springboard	Silver
46948	CHN	2012 Summer	London	2012	Diving	Diving Women's Synchronized Springboard	Gold
46948	CHN	2016 Summer	Rio de Janeiro	2016	Diving	Diving Women's Springboard	Silver
46951	NED	2016 Summer	Rio de Janeiro	2016	Rowing	Rowing Women's Lightweight Double Sculls	Gold
46952	USA	1976 Summer	Montreal	1976	Basketball	Basketball Women's Basketball	Silver
46963	GBR	1906 Summer	Athina	1906	Athletics	Athletics Men's 110 metres Hurdles	Silver
46967	USA	1928 Summer	Amsterdam	1928	Rowing	Rowing Men's Coxless Fours	Silver
46968	AUS	1906 Summer	Athina	1906	Swimming	Swimming Men's 100 metres Freestyle	Bronze
46968	ANZ	1912 Summer	Stockholm	1912	Swimming	Swimming Men's 100 metres Freestyle	Silver
46968	ANZ	1912 Summer	Stockholm	1912	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Gold
46969	USA	1904 Summer	St. Louis	1904	Water Polo	Water Polo Men's Water Polo	Silver
46971	USA	1992 Summer	Barcelona	1992	Sailing	Sailing Women's Two Person Dinghy	Bronze
46973	USA	2000 Summer	Sydney	2000	Baseball	Baseball Men's Baseball	Gold
46989	USA	1904 Summer	St. Louis	1904	Athletics	Athletics Men's 1,500 metres	Bronze
46989	USA	1904 Summer	St. Louis	1904	Athletics	Athletics Men's 4 mile, Team	Silver
46991	GBR	1984 Summer	Los Angeles	1984	Athletics	Athletics Women's Long Jump	Bronze
46997	GBR	2012 Summer	London	2012	Canoeing	Canoeing Men's Kayak Doubles, 200 metres	Bronze
46997	GBR	2016 Summer	Rio de Janeiro	2016	Canoeing	Canoeing Men's Kayak Singles, 200 metres	Gold
46997	GBR	2016 Summer	Rio de Janeiro	2016	Canoeing	Canoeing Men's Kayak Doubles, 200 metres	Silver
46998	USA	1984 Summer	Los Angeles	1984	Swimming	Swimming Men's 200 metres Freestyle	Silver
46998	USA	1984 Summer	Los Angeles	1984	Swimming	Swimming Men's 4 x 100 metres Freestyle Relay	Gold
46998	USA	1984 Summer	Los Angeles	1984	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Gold
46998	USA	1984 Summer	Los Angeles	1984	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Gold
46999	USA	2008 Summer	Beijing	2008	Football	Football Women's Football	Gold
46999	USA	2012 Summer	London	2012	Football	Football Women's Football	Gold
47000	GBR	2008 Summer	Beijing	2008	Rowing	Rowing Men's Coxed Eights	Silver
47003	GBR	1964 Summer	Tokyo	1964	Athletics	Athletics Men's Marathon	Silver
47011	BEL	1920 Summer	Antwerpen	1920	Football	Football Men's Football	Gold
47015	YUG	1968 Summer	Mexico City	1968	Water Polo	Water Polo Men's Water Polo	Gold
47019	FRA	1984 Summer	Los Angeles	1984	Shooting	Shooting Men's Air Rifle, 10 metres	Gold
47023	USA	1908 Summer	London	1908	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Bronze
47023	USA	1912 Summer	Stockholm	1912	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Silver
47023	USA	1912 Summer	Stockholm	1912	Swimming	Swimming Men's 100 metres Backstroke	Gold
47038	USA	1956 Summer	Melbourne	1956	Rowing	Rowing Men's Coxless Pairs	Gold
47060	DEN	1924 Summer	Paris	1924	Fencing	Fencing Women's Foil, Individual	Bronze
47066	SWE	1956 Summer	Melbourne	1956	Gymnastics	Gymnastics Women's Team Portable Apparatus	Silver
47067	SWE	1952 Summer	Helsinki	1952	Canoeing	Canoeing Men's Kayak Doubles, 1,000 metres	Silver
47072	FRG	1984 Summer	Los Angeles	1984	Rowing	Rowing Men's Quadruple Sculls	Gold
47073	CAN	1992 Summer	Barcelona	1992	Rowing	Rowing Women's Coxless Pairs	Gold
47073	CAN	1992 Summer	Barcelona	1992	Rowing	Rowing Women's Coxed Eights	Gold
47073	CAN	1996 Summer	Atlanta	1996	Rowing	Rowing Women's Double Sculls	Gold
47073	CAN	1996 Summer	Atlanta	1996	Rowing	Rowing Women's Quadruple Sculls	Bronze
47081	USA	1996 Summer	Atlanta	1996	Swimming	Swimming Women's 100 metres Backstroke	Silver
47081	USA	1996 Summer	Atlanta	1996	Swimming	Swimming Women's 200 metres Backstroke	Silver
47081	USA	1996 Summer	Atlanta	1996	Swimming	Swimming Women's 4 x 100 metres Medley Relay	Gold
47083	USA	1928 Summer	Amsterdam	1928	Athletics	Athletics Men's High Jump	Silver
47085	CAN	1928 Summer	Amsterdam	1928	Rowing	Rowing Men's Coxed Eights	Bronze
47092	SWE	1992 Summer	Barcelona	1992	Handball	Handball Men's Handball	Silver
47092	SWE	1996 Summer	Atlanta	1996	Handball	Handball Men's Handball	Silver
47095	USA	1900 Summer	Paris	1900	Rowing	Rowing Men's Coxed Eights	Gold
47102	SWE	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around, Swedish System	Gold
47110	SWE	1920 Summer	Antwerpen	1920	Athletics	Athletics Men's Cross-Country, Team	Bronze
47117	NED	2008 Summer	Beijing	2008	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Gold
47117	NED	2012 Summer	London	2012	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Silver
47118	NED	1960 Summer	Roma	1960	Swimming	Swimming Women's 100 metres Butterfly	Silver
47121	FRG	1984 Summer	Los Angeles	1984	Fencing	Fencing Men's epee, Team	Gold
47129	CAN	1996 Summer	Atlanta	1996	Beach Volleyball	Beach Volleyball Men's Beach Volleyball	Bronze
47130	AUS	1984 Summer	Los Angeles	1984	Rowing	Rowing Men's Coxed Eights	Bronze
47136	RSA	1908 Summer	London	1908	Athletics	Athletics Men's Marathon	Silver
47143	GBR	1920 Summer	Antwerpen	1920	Athletics	Athletics Men's Cross-Country, Team	Silver
47150	HUN	1972 Summer	Munich	1972	Wrestling	Wrestling Men's Middleweight, Greco-Roman	Gold
47151	HUN	1992 Summer	Barcelona	1992	Fencing	Fencing Men's epee, Team	Silver
47159	AUS	2008 Summer	Beijing	2008	Rowing	Rowing Men's Coxless Fours	Silver
47161	USA	1984 Summer	Los Angeles	1984	Cycling	Cycling Men's Individual Pursuit, 4,000 metres	Gold
47161	USA	1984 Summer	Los Angeles	1984	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Silver
47166	NOR	1988 Summer	Seoul	1988	Handball	Handball Women's Handball	Silver
47176	FRG	1976 Summer	Montreal	1976	Fencing	Fencing Men's epee, Individual	Silver
47176	FRG	1976 Summer	Montreal	1976	Fencing	Fencing Men's epee, Team	Silver
47178	NOR	1952 Summer	Helsinki	1952	Sailing	Sailing Mixed 6 metres	Silver
47181	USA	1904 Summer	St. Louis	1904	Gymnastics	Gymnastics Men's Individual All-Around, 4 Events	Gold
47181	USA	1904 Summer	St. Louis	1904	Gymnastics	Gymnastics Men's Team All-Around	Gold
47181	USA	1904 Summer	St. Louis	1904	Gymnastics	Gymnastics Men's Horse Vault	Gold
47181	USA	1904 Summer	St. Louis	1904	Gymnastics	Gymnastics Men's Parallel Bars	Silver
47181	USA	1904 Summer	St. Louis	1904	Gymnastics	Gymnastics Men's Horizontal Bar	Gold
47181	USA	1904 Summer	St. Louis	1904	Gymnastics	Gymnastics Men's Side Horse	Gold
47182	IRI	2004 Summer	Athina	2004	Wrestling	Wrestling Men's Heavyweight, Freestyle	Bronze
47187	GER	2004 Summer	Athina	2004	Fencing	Fencing Women's epee, Team	Silver
47187	GER	2008 Summer	Beijing	2008	Fencing	Fencing Women's epee, Individual	Gold
47187	GER	2012 Summer	London	2012	Fencing	Fencing Women's epee, Individual	Silver
47188	GER	1952 Summer	Helsinki	1952	Boxing	Boxing Men's Welterweight	Bronze
47194	USA	1972 Summer	Munich	1972	Swimming	Swimming Men's 100 metres Freestyle	Silver
47194	USA	1972 Summer	Munich	1972	Swimming	Swimming Men's 4 x 100 metres Freestyle Relay	Gold
47194	USA	1972 Summer	Munich	1972	Swimming	Swimming Men's 100 metres Butterfly	Bronze
47194	USA	1972 Summer	Munich	1972	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Gold
47198	GER	2012 Summer	London	2012	Athletics	Athletics Women's Hammer Throw	Bronze
47199	GDR	1976 Summer	Montreal	1976	Football	Football Men's Football	Gold
47206	NOR	1988 Summer	Seoul	1988	Shooting	Shooting Men's Running Target, 50 metres	Gold
47209	NED	1936 Summer	Berlin	1936	Hockey	Hockey Men's Hockey	Bronze
47213	NED	1908 Summer	London	1908	Football	Football Men's Football	Bronze
47214	NED	1948 Summer	London	1948	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Bronze
47214	NED	1952 Summer	Helsinki	1952	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Silver
47220	FIN	1912 Summer	Stockholm	1912	Athletics	Athletics Men's Cross-Country, Team	Silver
47228	GER	2016 Summer	Rio de Janeiro	2016	Sailing	Sailing Men's Skiff	Bronze
47233	GDR	1980 Summer	Moskva	1980	Shooting	Shooting Mixed Small-Bore Rifle, Prone, 50 metres	Silver
47235	AUT	2004 Summer	Athina	2004	Judo	Judo Women's Half-Middleweight	Silver
47236	GER	1996 Summer	Atlanta	1996	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Bronze
47238	GDR	1980 Summer	Moskva	1980	Volleyball	Volleyball Women's Volleyball	Silver
47239	GER	1936 Summer	Berlin	1936	Fencing	Fencing Men's Foil, Team	Bronze
47239	GER	1936 Summer	Berlin	1936	Fencing	Fencing Men's Sabre, Team	Bronze
47241	USA	1904 Summer	St. Louis	1904	Rowing	Rowing Men's Coxless Fours	Bronze
47253	FRG	1976 Summer	Montreal	1976	Fencing	Fencing Men's Foil, Team	Gold
47253	FRG	1984 Summer	Los Angeles	1984	Fencing	Fencing Men's Foil, Team	Silver
47254	USA	1904 Summer	St. Louis	1904	Wrestling	Wrestling Men's Light-Flyweight, Freestyle	Silver
47255	GER	1936 Summer	Berlin	1936	Athletics	Athletics Men's Hammer Throw	Gold
47265	GER	1960 Summer	Roma	1960	Athletics	Athletics Women's 200 metres	Silver
47265	GER	1960 Summer	Roma	1960	Athletics	Athletics Women's 4 x 100 metres Relay	Silver
47269	GDR	1980 Summer	Moskva	1980	Handball	Handball Women's Handball	Bronze
47273	NED	1996 Summer	Atlanta	1996	Sailing	Sailing Men's One Person Dinghy	Bronze
47274	GER	2016 Summer	Rio de Janeiro	2016	Handball	Handball Men's Handball	Bronze
47275	GER	1952 Summer	Helsinki	1952	Rowing	Rowing Men's Coxed Pairs	Silver
47276	GDR	1972 Summer	Munich	1972	Athletics	Athletics Women's 4 x 100 metres Relay	Silver
47281	GDR	1980 Summer	Moskva	1980	Judo	Judo Men's Half-Middleweight	Bronze
47295	FIN	1956 Summer	Melbourne	1956	Gymnastics	Gymnastics Men's Team All-Around	Bronze
47299	FRA	1948 Summer	London	1948	Athletics	Athletics Men's Decathlon	Silver
47307	GER	1964 Summer	Tokyo	1964	Football	Football Men's Football	Bronze
47317	ARG	2004 Summer	Athina	2004	Football	Football Men's Football	Gold
47338	USA	1932 Summer	Los Angeles	1932	Fencing	Fencing Men's epee, Team	Bronze
47353	NOR	1912 Summer	Stockholm	1912	Sailing	Sailing Mixed 12 metres	Gold
47358	CZE	2012 Summer	London	2012	Athletics	Athletics Women's 400 metres Hurdles	Bronze
47375	GER	1928 Summer	Amsterdam	1928	Weightlifting	Weightlifting Men's Lightweight	Gold
47377	FRG	1976 Summer	Montreal	1976	Wrestling	Wrestling Men's Welterweight, Greco-Roman	Bronze
47381	FRG	1972 Summer	Munich	1972	Rowing	Rowing Men's Coxless Fours	Bronze
47382	NED	1992 Summer	Barcelona	1992	Volleyball	Volleyball Men's Volleyball	Silver
47382	NED	1996 Summer	Atlanta	1996	Volleyball	Volleyball Men's Volleyball	Gold
47384	USA	2016 Summer	Rio de Janeiro	2016	Swimming	Swimming Men's 4 x 100 metres Freestyle Relay	Gold
47386	LUX	1924 Summer	Paris	1924	Art Competitions	Art Competitions Mixed Sculpturing	Silver
47390	BRA	2000 Summer	Sydney	2000	Basketball	Basketball Women's Basketball	Bronze
47394	USA	1924 Summer	Paris	1924	Athletics	Athletics Men's 4 x 400 metres Relay	Gold
47399	NOR	1906 Summer	Athina	1906	Shooting	Shooting Men's Free Rifle, Three Positions, 300 metres, Team	Silver
47399	NOR	1908 Summer	London	1908	Shooting	Shooting Men's Free Rifle, Three Positions, 300 metres	Gold
47399	NOR	1908 Summer	London	1908	Shooting	Shooting Men's Free Rifle, Three Positions, 300 metres, Team	Gold
47399	NOR	1912 Summer	Stockholm	1912	Shooting	Shooting Men's Free Rifle, Three Positions, 300 metres, Team	Silver
47399	NOR	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Free Rifle, Three Positions, 300 metres, Team	Silver
47399	NOR	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team	Silver
47399	NOR	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team	Bronze
47401	NOR	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around, Free System	Silver
47406	DEN	2008 Summer	Beijing	2008	Equestrianism	Equestrianism Mixed Dressage, Team	Bronze
47421	FRA	1900 Summer	Paris	1900	Archery	Archery Men's Au Chapelet, 50 metres	Silver
47422	BEL	2008 Summer	Beijing	2008	Athletics	Athletics Women's High Jump	Gold
47423	TCH	1976 Summer	Montreal	1976	Rowing	Rowing Men's Quadruple Sculls	Bronze
47428	BEL	1920 Summer	Antwerpen	1920	Sailing	Sailing Mixed 8 metres	Bronze
47429	NED	1984 Summer	Los Angeles	1984	Rowing	Rowing Women's Double Sculls	Silver
47429	NED	1984 Summer	Los Angeles	1984	Rowing	Rowing Women's Coxed Eights	Bronze
47430	NED	1984 Summer	Los Angeles	1984	Rowing	Rowing Women's Double Sculls	Silver
47430	NED	1984 Summer	Los Angeles	1984	Rowing	Rowing Women's Coxed Eights	Bronze
47434	BRA	2004 Summer	Athina	2004	Volleyball	Volleyball Men's Volleyball	Gold
47434	BRA	2008 Summer	Beijing	2008	Volleyball	Volleyball Men's Volleyball	Silver
47439	SWE	1912 Summer	Stockholm	1912	Athletics	Athletics Men's Cross-Country, Team	Gold
47441	USA	1976 Summer	Montreal	1976	Wrestling	Wrestling Men's Heavyweight, Freestyle	Silver
47444	CAN	1956 Summer	Melbourne	1956	Rowing	Rowing Men's Coxed Eights	Silver
47450	SWE	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Military Rifle, Standing, 300 metres, Team	Bronze
47452	GDR	1972 Summer	Munich	1972	Gymnastics	Gymnastics Women's Team All-Around	Silver
47452	GDR	1976 Summer	Montreal	1976	Gymnastics	Gymnastics Women's Team All-Around	Bronze
47453	GDR	1988 Summer	Seoul	1988	Athletics	Athletics Women's Discus Throw	Gold
47455	HUN	1912 Summer	Stockholm	1912	Gymnastics	Gymnastics Men's Team All-Around	Silver
47462	SWE	1924 Summer	Paris	1924	Fencing	Fencing Men's epee, Individual	Bronze
47463	SWE	1908 Summer	London	1908	Gymnastics	Gymnastics Men's Team All-Around	Gold
47464	FIN	1956 Summer	Melbourne	1956	Athletics	Athletics Men's 400 metres	Bronze
47468	SWE	1908 Summer	London	1908	Sailing	Sailing Mixed 8 metres	Silver
47468	SWE	1912 Summer	Stockholm	1912	Sailing	Sailing Mixed 10 metres	Gold
47472	SWE	1906 Summer	Athina	1906	Athletics	Athletics Men's 1,500 metres	Bronze
47478	AUS	2004 Summer	Athina	2004	Diving	Diving Men's Platform	Silver
47478	AUS	2004 Summer	Athina	2004	Diving	Diving Men's Synchronized Platform	Bronze
47479	GDR	1976 Summer	Montreal	1976	Canoeing	Canoeing Men's Kayak Singles, 500 metres	Bronze
47479	GDR	1976 Summer	Montreal	1976	Canoeing	Canoeing Men's Kayak Singles, 1,000 metres	Gold
47479	GDR	1976 Summer	Montreal	1976	Canoeing	Canoeing Men's Kayak Fours, 1,000 metres	Bronze
47479	GDR	1980 Summer	Moskva	1980	Canoeing	Canoeing Men's Kayak Singles, 1,000 metres	Gold
47479	GDR	1980 Summer	Moskva	1980	Canoeing	Canoeing Men's Kayak Doubles, 500 metres	Bronze
47479	GDR	1980 Summer	Moskva	1980	Canoeing	Canoeing Men's Kayak Fours, 1,000 metres	Gold
47480	GDR	1968 Summer	Mexico City	1968	Athletics	Athletics Women's Shot Put	Gold
47480	GDR	1972 Summer	Munich	1972	Athletics	Athletics Women's Shot Put	Silver
47489	DEN	1964 Summer	Tokyo	1964	Rowing	Rowing Men's Coxless Fours	Gold
47492	USA	1948 Summer	London	1948	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Gold
47496	DEN	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around, Free System	Gold
47497	FRG	1976 Summer	Montreal	1976	Athletics	Athletics Women's 100 metres	Bronze
47497	FRG	1976 Summer	Montreal	1976	Athletics	Athletics Women's 4 x 100 metres Relay	Silver
47514	BEL	1900 Summer	Paris	1900	Rowing	Rowing Men's Coxed Eights	Silver
47515	GBR	1968 Summer	Mexico City	1968	Athletics	Athletics Men's 400 metres Hurdles	Gold
47515	GBR	1972 Summer	Munich	1972	Athletics	Athletics Men's 400 metres Hurdles	Bronze
47515	GBR	1972 Summer	Munich	1972	Athletics	Athletics Men's 4 x 400 metres Relay	Silver
47518	USA	2004 Summer	Athina	2004	Athletics	Athletics Men's High Jump	Silver
47520	GDR	1980 Summer	Moskva	1980	Gymnastics	Gymnastics Men's Team All-Around	Silver
47532	JAM	1996 Summer	Atlanta	1996	Athletics	Athletics Women's 400 metres Hurdles	Gold
47532	JAM	2000 Summer	Sydney	2000	Athletics	Athletics Women's 400 metres Hurdles	Silver
47532	JAM	2000 Summer	Sydney	2000	Athletics	Athletics Women's 4 x 400 metres Relay	Silver
47534	GDR	1976 Summer	Montreal	1976	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Silver
47536	GER	1996 Summer	Atlanta	1996	Diving	Diving Men's Platform	Silver
47536	GER	2000 Summer	Sydney	2000	Diving	Diving Men's Synchronized Platform	Bronze
47539	FRG	1968 Summer	Mexico City	1968	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Silver
47539	FRG	1972 Summer	Munich	1972	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Gold
47552	FRA	1988 Summer	Seoul	1988	Sailing	Sailing Mixed Multihull	Gold
47552	FRA	1992 Summer	Barcelona	1992	Sailing	Sailing Mixed Multihull	Gold
47558	USA	1972 Summer	Munich	1972	Swimming	Swimming Men's 100 metres Breaststroke	Bronze
47558	USA	1972 Summer	Munich	1972	Swimming	Swimming Men's 200 metres Breaststroke	Gold
47558	USA	1972 Summer	Munich	1972	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Gold
47558	USA	1976 Summer	Montreal	1976	Swimming	Swimming Men's 100 metres Breaststroke	Gold
47558	USA	1976 Summer	Montreal	1976	Swimming	Swimming Men's 200 metres Breaststroke	Silver
47558	USA	1976 Summer	Montreal	1976	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Gold
47572	USA	2000 Summer	Sydney	2000	Softball	Softball Women's Softball	Gold
47578	USA	2016 Summer	Rio de Janeiro	2016	Athletics	Athletics Men's Long Jump	Gold
47580	USA	1996 Summer	Atlanta	1996	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Gold
47582	USA	2004 Summer	Athina	2004	Athletics	Athletics Women's 4 x 400 metres Relay	Gold
47582	USA	2008 Summer	Beijing	2008	Athletics	Athletics Women's 4 x 400 metres Relay	Gold
47586	CAN	1904 Summer	St. Louis	1904	Football	Football Men's Football	Gold
47588	USA	1972 Summer	Munich	1972	Basketball	Basketball Men's Basketball	Silver
47592	INA	2000 Summer	Sydney	2000	Badminton	Badminton Men's Singles	Silver
47596	USA	1912 Summer	Stockholm	1912	Shooting	Shooting Men's Trap, Team	Gold
47602	NED	1984 Summer	Los Angeles	1984	Hockey	Hockey Women's Hockey	Gold
47603	NED	2016 Summer	Rio de Janeiro	2016	Rowing	Rowing Men's Coxed Eights	Bronze
47606	GER	1960 Summer	Roma	1960	Athletics	Athletics Women's 4 x 100 metres Relay	Silver
47608	GER	1932 Summer	Los Angeles	1932	Athletics	Athletics Men's 4 x 100 metres Relay	Silver
47615	NED	1920 Summer	Antwerpen	1920	Tug-Of-War	Tug-Of-War Men's Tug-Of-War	Silver
47619	USA	1924 Summer	Paris	1924	Athletics	Athletics Men's Cross-Country, Team	Silver
47621	BEL	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around, Swedish System	Bronze
47622	BEL	2004 Summer	Athina	2004	Tennis	Tennis Women's Singles	Gold
47625	GER	1992 Summer	Barcelona	1992	Swimming	Swimming Women's 800 metres Freestyle	Bronze
47630	FRG	1984 Summer	Los Angeles	1984	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Silver
